CF-100023,Power surge,Electricity,High,2025-05-22 08:01:45,Pending
CF-100024,Bin location,Waste-Water/Sewage,Low,2025-10-29 06:21:59,Resolved
CF-100025,"Overflowing drain, since past week",Waste-Water/Sewage,High,2024-02-12 15:04:10,In Progress
CF-100026,"Sewage leak, in apartment complex",Waste-Water/Sewage,High,2025-09-12 00:16:49,Pending
CF-100027,"Cleanliness emergency, ongoing issue",Waste-Water/Sewage,High,2024-05-29 02:35:25,Pending
CF-100028,"Solar setup, in crowded area",Electricity,Low,2025-03-30 19:41:26,Closed
CF-100029,"Bill correction, near hospital",Water Supply,Low,2025-07-12 20:53:59,In Progress
CF-100030,Connection fee,Water Supply,Low,2024-07-23 05:11:02,Resolved
CF-100031,"Bad smell, in colony",Waste-Water/Sewage,High,2025-07-13 17:59:02,Resolved
CF-100032,"Supply delay, near playground",Water Supply,Low,2025-09-28 10:37:30,Resolved
CF-100033,"Sewage spill, in crowded area",Waste-Water/Sewage,High,2025-01-29 18:43:42,Pending
CF-100034,"Inverter installation, in colony",Electricity,Low,2025-12-19 13:40:45,Closed
CF-100035,"Meter shift, continuous problem",Water Supply,Low,2024-01-29 17:47:53,Closed
CF-100036,Electric pole dangerous,Electricity,High,2025-03-12 16:22:54,Pending
CF-100037,"Bin location, since morning",Waste-Water/Sewage,Low,2024-09-08 11:47:00,In Progress
CF-100038,Water timing,Water Supply,Low,2024-04-12 23:22:22,Pending
CF-100039,Garbage collection,Waste-Water/Sewage,Low,2025-10-27 04:33:25,Resolved
CF-100040,"Severe shortage, dangerous",Water Supply,High,2024-12-05 04:29:47,Pending
CF-100041,"Wire fallen, many people suffering, medical emergency",Electricity,High,2025-01-05 07:36:02,Pending
CF-100042,"No water pump, in industrial zone",Water Supply,High,2024-02-13 21:39:01,Resolved
CF-100043,"Power outage, past month",Electricity,High,2025-02-04 00:48:53,Resolved
CF-100044,"Tank cleaning, in slum area",Water Supply,Low,2025-09-05 08:10:47,Resolved
CF-100045,"Sewage contamination, since morning",Waste-Water/Sewage,High,2024-09-14 04:44:49,In Progress
CF-100046,"Power line touching tree, past month, whole area affected",Electricity,High,2024-08-09 10:47:57,Pending
CF-100047,Health hazard,Waste-Water/Sewage,High,2025-12-23 03:34:25,Pending
CF-100048,Health hazard,Waste-Water/Sewage,High,2024-06-18 17:29:04,Pending
CF-100049,"Rusty water, in our locality",Water Supply,High,2025-12-29 03:18:48,In Progress
CF-100050,"Collection timing, in apartment complex",Waste-Water/Sewage,Low,2024-09-19 11:33:24,In Progress
CF-100051,"Pipeline shift, for several days",Water Supply,Low,2025-11-13 02:20:20,Closed
CF-100052,"Garbage heap, since morning",Waste-Water/Sewage,High,2024-01-21 10:51:03,In Progress
CF-100053,"Minor leakage, since morning",Water Supply,Low,2024-04-02 07:59:49,Closed
CF-100054,"Cleanliness emergency, recurring issue, affecting residents, elderly at risk",Waste-Water/Sewage,High,2025-09-03 04:32:29,Closed
CF-100055,"Drainage cleaning, since yesterday",Waste-Water/Sewage,Low,2024-02-08 07:05:49,In Progress
CF-100056,Pipeline repair,Water Supply,Low,2024-10-14 16:26:42,In Progress
CF-100057,"Cleaning request, recently",Waste-Water/Sewage,Low,2025-12-16 09:41:21,Resolved
CF-100058,"Spark explosion, in commercial area",Electricity,High,2024-05-22 02:37:38,Pending
CF-100059,Power failure affecting,Electricity,High,2024-10-07 17:23:30,In Progress
CF-100060,"Quality test, near bus stand",Water Supply,Low,2024-02-06 09:14:59,Closed
CF-100061,"Tariff inquiry, frequent occurrence",Electricity,Low,2025-07-06 06:13:34,Pending
CF-100062,Online payment,Electricity,Low,2025-06-07 13:23:39,Resolved
CF-100063,Waste management,Waste-Water/Sewage,Low,2025-11-14 01:44:02,Resolved
CF-100064,"Collection frequency, in our locality",Waste-Water/Sewage,Low,2025-06-15 00:59:44,Closed
CF-100065,"Dirty water, ongoing issue, hazardous condition",Water Supply,High,2025-11-21 04:46:07,In Progress
CF-100066,Drainage choke,Waste-Water/Sewage,High,2025-12-04 18:55:01,Pending
CF-100067,"Sewage contamination, last week",Waste-Water/Sewage,High,2025-12-15 20:31:33,Pending
CF-100068,"Fuse blown, repeated failure, over 100 families, medical emergency",Electricity,High,2024-04-06 13:18:24,Resolved
CF-100069,"Composting, past month",Waste-Water/Sewage,Low,2025-11-25 09:35:56,In Progress
CF-100070,Composting,Waste-Water/Sewage,Low,2025-11-03 10:49:30,Pending
CF-100071,"Blockage severe, since yesterday",Waste-Water/Sewage,High,2024-07-20 17:57:17,In Progress
CF-100072,Tanker needed,Water Supply,High,2025-01-11 08:06:44,Pending
CF-100073,"Garbage everywhere, since morning",Waste-Water/Sewage,High,2025-11-08 16:36:01,Pending
CF-100074,"Hospital water, near school",Water Supply,High,2024-10-05 08:27:08,Pending
CF-100075,"Meter reading, continuous problem",Water Supply,Low,2024-10-28 21:17:05,Pending
CF-100076,Supply schedule,Water Supply,Low,2024-10-30 14:00:14,In Progress
CF-100077,"Overflowing drain, near hospital",Waste-Water/Sewage,High,2024-05-03 10:45:26,Pending
CF-100078,"Smelly water, last night",Water Supply,High,2024-05-19 05:36:42,Pending
CF-100079,"Contaminated water, in our locality",Water Supply,High,2025-03-06 22:42:40,Pending
CF-100080,Timing change,Water Supply,Low,2024-11-21 01:45:51,Resolved
CF-100081,"Waste management, in slum area",Waste-Water/Sewage,Low,2025-04-25 10:23:18,Resolved
CF-100082,"短路, since past week, medical emergency",Electricity,High,2024-12-19 15:06:53,Pending
CF-100083,"Filter needed, last night",Water Supply,Low,2024-04-23 15:49:32,Resolved
CF-100084,Garbage collection,Waste-Water/Sewage,Low,2024-08-11 10:47:48,In Progress
CF-100085,"Garbage truck, repeated failure",Waste-Water/Sewage,Low,2024-10-23 17:12:12,In Progress
CF-100086,"Garbage piling, past month",Waste-Water/Sewage,High,2025-03-17 12:18:56,In Progress
CF-100087,"Meter exploded, regular problem, multiple households",Electricity,High,2024-03-24 23:19:26,Pending
CF-100088,"Pipeline shift, recently",Water Supply,Low,2024-11-21 07:28:57,In Progress
CF-100089,"Blackout, near hospital",Electricity,High,2025-02-27 21:12:42,Pending
CF-100090,Manhole overflow,Waste-Water/Sewage,High,2024-08-12 05:27:36,In Progress
CF-100091,"Frequent failures, multiple households, immediate action needed",Electricity,High,2024-09-25 22:33:38,Pending
CF-100092,"Duplicate bill, near park",Electricity,Low,2024-03-24 09:28:44,Resolved
CF-100093,"Inverter installation, recently",Electricity,Low,2025-01-11 09:19:50,Closed
CF-100094,"Power line down, entire locality",Electricity,High,2025-02-12 17:59:08,Pending
CF-100095,"Name transfer, in old city",Electricity,Low,2024-02-19 18:07:35,In Progress
CF-100096,"Pipeline shift, repeated failure",Water Supply,Low,2024-09-08 12:48:54,Closed
CF-100097,Drain slow,Waste-Water/Sewage,Low,2025-07-30 10:02:39,Resolved
CF-100098,"Load enhancement, recently",Electricity,Low,2024-02-11 05:59:42,Pending
CF-100099,"Low voltage, in industrial zone",Electricity,Low,2025-02-11 08:55:26,Resolved
CF-100100,"Power line down, multiple households",Electricity,High,2025-03-20 07:58:37,In Progress
CF-100101,Bill correction,Electricity,Low,2024-06-11 00:55:00,In Progress
CF-100102,"Name change, for past 3 days",Water Supply,Low,2025-06-03 18:00:18,Resolved
CF-100103,Bill dispute,Water Supply,Low,2024-07-14 02:15:11,Resolved
CF-100104,"Filter needed, multiple times",Water Supply,Low,2025-07-07 21:41:02,Resolved
CF-100105,"Bill correction, last night",Water Supply,Low,2025-07-24 00:48:04,In Progress
CF-100106,Severe shortage,Water Supply,High,2025-12-15 02:43:43,Pending
CF-100107,Bin replacement,Waste-Water/Sewage,Low,2024-02-02 02:10:25,Resolved
CF-100108,"Transformer failure, ongoing issue",Electricity,High,2025-10-28 03:29:48,In Progress
CF-100109,"Online payment, this morning",Electricity,Low,2025-05-20 22:48:07,In Progress
CF-100110,Bill dispute,Electricity,Low,2025-02-26 15:51:24,In Progress
CF-100111,"Waterborne disease, repeated failure",Water Supply,High,2025-06-27 20:03:50,Pending
CF-100112,"Power fluctuation, in the neighborhood",Electricity,Low,2025-06-14 13:11:11,Resolved
CF-100113,"Critical shortage, near playground",Water Supply,High,2024-02-28 13:35:14,In Progress
CF-100114,"Waste segregation, recurring issue",Waste-Water/Sewage,Low,2025-05-18 02:23:24,Resolved
CF-100115,"Pipeline broken, since past week",Water Supply,High,2025-06-19 15:41:33,Pending
CF-100116,Awareness needed,Waste-Water/Sewage,Low,2025-09-23 18:27:23,Resolved
CF-100117,"Deposit refund, near hospital",Water Supply,Low,2025-04-29 21:10:07,In Progress
CF-100118,Water timing,Water Supply,Low,2024-01-09 12:08:13,Resolved
CF-100119,"Recycling bin, past month",Waste-Water/Sewage,Low,2025-08-08 22:44:13,Resolved
CF-100120,"短路, repeated failure",Electricity,High,2025-08-07 16:09:19,Resolved
CF-100121,"Momentary outage, in commercial area",Electricity,Low,2025-09-19 09:41:26,In Progress
CF-100122,Drainage query,Waste-Water/Sewage,Low,2025-09-21 02:58:34,Closed
CF-100123,Tariff inquiry,Water Supply,Low,2025-12-12 02:00:29,In Progress
CF-100124,Tariff inquiry,Water Supply,Low,2024-09-08 11:32:17,In Progress
CF-100125,"Street cleaning, for several days",Waste-Water/Sewage,Low,2025-08-25 12:40:27,In Progress
CF-100126,"Pressure low, near railway station",Water Supply,Low,2024-06-10 15:59:53,Resolved
CF-100127,"Bill dispute, last week",Electricity,Low,2025-06-30 23:20:50,Resolved
CF-100128,Tariff inquiry,Water Supply,Low,2024-09-25 09:29:06,Pending
CF-100129,"Construction debris, last week",Waste-Water/Sewage,Low,2025-08-28 18:21:29,Resolved
CF-100130,"Bill correction, for several days",Water Supply,Low,2025-07-15 18:50:49,Closed
CF-100131,"Bill dispute, past month",Water Supply,Low,2024-05-19 22:14:15,In Progress
CF-100132,"Health hazard, regular problem",Waste-Water/Sewage,High,2025-09-22 10:40:10,In Progress
CF-100133,"短路, ongoing issue",Electricity,High,2025-05-02 11:03:13,Resolved
CF-100134,Waste segregation,Waste-Water/Sewage,Low,2024-08-29 17:36:27,Pending
CF-100135,"Payment not reflected, past month",Electricity,Low,2025-11-17 15:45:59,Resolved
CF-100136,Supply timing,Water Supply,Low,2024-06-15 10:25:27,Closed
CF-100137,"Leakage minor, for several days",Water Supply,Low,2024-12-17 05:19:55,Pending
CF-100138,Connection fee,Water Supply,Low,2025-01-07 12:31:39,Closed
CF-100139,"Meter shift, since past week",Water Supply,Low,2024-12-12 13:06:40,Pending
CF-100140,"Pipeline burst, since yesterday",Water Supply,High,2024-03-10 16:52:44,Pending
CF-100141,Bulk waste,Waste-Water/Sewage,Low,2025-06-22 09:35:18,Closed
CF-100142,"Emergency supply, in crowded area",Water Supply,High,2025-06-28 18:43:52,Pending
CF-100143,Sewage backup,Waste-Water/Sewage,High,2025-01-30 13:34:45,Resolved
CF-100144,Pressure problem,Water Supply,Low,2025-09-22 14:33:55,Resolved
CF-100145,"Intermittent power, past month",Electricity,Low,2025-01-24 10:17:06,Pending
CF-100146,"Bulk waste, in crowded area",Waste-Water/Sewage,Low,2025-10-18 02:02:32,In Progress
CF-100147,Pressure issue,Water Supply,Low,2024-04-03 16:53:36,In Progress
CF-100148,"Flooding, since morning",Water Supply,High,2025-10-14 07:14:25,Resolved
CF-100149,"Load enhancement, in gated community",Electricity,Low,2025-02-19 01:19:27,Closed
CF-100150,"Meter installation, in old city",Water Supply,Low,2025-01-09 07:16:16,Pending
CF-100151,Contaminated water,Water Supply,High,2025-09-30 23:33:32,Closed
CF-100152,"Solar setup, near playground",Electricity,Low,2025-04-15 03:03:06,Resolved
CF-100153,"Cleaning request, near hospital",Waste-Water/Sewage,Low,2025-12-27 22:07:07,Pending
CF-100154,"Water logging, regular problem, hazardous condition",Water Supply,High,2024-12-02 18:02:58,In Progress
CF-100155,"Collection timing, ongoing issue",Waste-Water/Sewage,Low,2025-06-17 03:38:48,Resolved
CF-100156,"Drainage choke, near railway station",Waste-Water/Sewage,High,2025-03-23 05:36:17,In Progress
CF-100157,No water pump,Water Supply,High,2024-06-02 04:43:02,Pending
CF-100158,"Sewage spill, continuous problem",Waste-Water/Sewage,High,2024-03-01 22:29:15,Pending
CF-100159,Drain slow,Waste-Water/Sewage,Low,2024-10-04 11:17:09,Closed
CF-100160,"Medical issue, in industrial zone",Water Supply,High,2025-07-23 14:54:17,Resolved
CF-100161,"Live wire, in colony",Electricity,High,2024-07-25 12:19:42,In Progress
CF-100162,"Water crisis, in apartment complex",Water Supply,High,2024-07-01 11:18:12,In Progress
CF-100163,"Bill correction, in market area",Water Supply,Low,2024-10-01 10:38:10,In Progress
CF-100164,Street cleaning,Waste-Water/Sewage,Low,2025-08-28 07:22:24,Pending
CF-100165,"Continuous outages, regular problem",Electricity,High,2025-04-28 12:32:54,In Progress
CF-100166,Sewage leak,Waste-Water/Sewage,High,2025-09-23 13:47:33,In Progress
CF-100167,Power line touching tree,Electricity,High,2024-08-02 11:35:41,Pending
CF-100168,"Payment not reflected, since past week",Electricity,Low,2024-04-17 15:50:56,Closed
CF-100169,"Waste accumulation, multiple times, medical emergency",Waste-Water/Sewage,High,2024-07-03 22:44:30,In Progress
CF-100170,Meter shift,Water Supply,Low,2025-02-03 15:20:49,In Progress
CF-100171,"Repeated power cuts, recurring issue",Electricity,High,2024-10-18 17:23:36,Pending
CF-100172,Voltage fluctuation,Electricity,High,2025-01-01 13:09:55,Pending
CF-100173,Garbage crisis,Waste-Water/Sewage,High,2025-07-10 21:29:07,Resolved
CF-100174,Solar setup,Electricity,Low,2024-11-23 10:23:16,In Progress
CF-100175,Payment issue,Electricity,Low,2024-08-14 19:16:48,Pending
CF-100176,"Bin replacement, in old city",Waste-Water/Sewage,Low,2025-10-08 19:52:44,In Progress
CF-100177,Fire hazard,Electricity,High,2025-11-13 12:24:48,Pending
CF-100178,"Flickering lights, in gated community",Electricity,Low,2024-05-10 08:17:17,Resolved
CF-100179,Power line touching tree,Electricity,High,2024-05-04 22:14:33,In Progress
CF-100180,Drainage maintenance,Waste-Water/Sewage,Low,2024-01-18 02:21:07,Resolved
CF-100181,"Sewage backup, near playground",Waste-Water/Sewage,High,2024-03-07 15:21:25,Pending
CF-100182,Voltage fluctuation,Electricity,High,2024-09-27 15:29:46,Pending
CF-100183,Awareness needed,Waste-Water/Sewage,Low,2025-12-06 21:38:10,Resolved
CF-100184,"Separate bins, near playground",Waste-Water/Sewage,Low,2024-07-16 17:43:20,Closed
CF-100185,"Water timing, repeated failure",Water Supply,Low,2025-10-30 16:27:34,Pending
CF-100186,"Drainage maintenance, since yesterday",Waste-Water/Sewage,Low,2025-05-20 11:22:34,Pending
CF-100187,Billing query,Electricity,Low,2025-07-16 17:41:03,Resolved
CF-100188,Illegal dumping,Waste-Water/Sewage,High,2024-01-05 17:40:04,Pending
CF-100189,Flickering lights,Electricity,Low,2025-09-26 10:03:21,Pending
CF-100190,Payment not reflected,Electricity,Low,2025-07-21 21:40:24,Closed
CF-100191,"Bad smell, life threatening",Waste-Water/Sewage,High,2024-01-10 11:08:55,Resolved
CF-100192,Uneven supply,Electricity,Low,2024-10-26 01:52:22,Pending
CF-100193,"No water days, in industrial zone",Water Supply,High,2025-08-11 23:11:36,Resolved
CF-100194,"Minor blockage, ongoing issue",Waste-Water/Sewage,Low,2025-02-20 04:32:48,Closed
CF-100195,Smelly water,Water Supply,High,2025-05-17 10:52:46,Resolved
CF-100196,Electric shock,Electricity,High,2025-04-20 06:57:07,Pending
CF-100197,"Load enhancement, near railway station",Electricity,Low,2025-03-12 00:41:17,Resolved
CF-100198,Load enhancement,Electricity,Low,2025-03-13 19:08:36,In Progress
CF-100199,"Pipeline burst, in gated community",Water Supply,High,2025-10-16 19:53:45,Pending
CF-100200,"Medical issue, near hospital",Water Supply,High,2025-05-16 15:11:53,Resolved
CF-100201,"Meter installation, near temple",Water Supply,Low,2024-08-27 00:48:24,Resolved
CF-100202,"Collection missed, regular problem",Waste-Water/Sewage,Low,2025-11-27 04:27:05,In Progress
CF-100203,Bin replacement,Waste-Water/Sewage,Low,2024-06-22 21:25:39,Resolved
CF-100204,"Elderly suffering, in the neighborhood",Water Supply,High,2025-01-02 04:39:31,Resolved
CF-100205,"Sewage overflow, past month",Waste-Water/Sewage,High,2024-08-29 00:57:24,Pending
CF-100206,"Sewage backup, repeated failure",Waste-Water/Sewage,High,2025-08-18 06:59:24,Pending
CF-100207,"Mosquito breeding, in our locality",Waste-Water/Sewage,High,2024-11-21 08:20:18,Resolved
CF-100208,"Fire hazard, multiple times, dozens受影响, waiting for resolution",Electricity,High,2025-07-01 08:53:57,Pending
CF-100209,"Severe voltage drop, in colony",Electricity,High,2025-05-05 20:21:06,Pending
CF-100210,"Bin replacement, in crowded area",Waste-Water/Sewage,Low,2025-02-17 02:37:15,Closed
CF-100211,"Smelly water, multiple times",Water Supply,High,2024-04-24 09:22:22,Resolved
CF-100212,"Frequent failures, in crowded area",Electricity,High,2024-01-03 22:43:56,Pending
CF-100213,"Overflowing bin, every day",Waste-Water/Sewage,High,2024-09-14 22:31:19,Pending
CF-100214,Bill amount,Electricity,Low,2024-02-14 10:59:56,Pending
CF-100215,Separate bins,Waste-Water/Sewage,Low,2025-12-29 21:45:19,Resolved
CF-100216,"Electrical fire, near temple",Electricity,High,2025-01-25 06:23:56,Closed
CF-100217,Flickering lights,Electricity,Low,2025-06-30 04:25:29,Resolved
CF-100218,Generator needed,Electricity,Low,2025-07-05 19:58:37,Resolved
CF-100219,"Billing query, for several days",Electricity,Low,2025-09-07 23:03:17,Closed
CF-100220,"Leaking main, for past 3 days, waiting for resolution",Water Supply,High,2025-09-22 17:28:43,Pending
CF-100221,Meter shift,Water Supply,Low,2024-03-15 16:37:11,Pending
CF-100222,"Meter shift, in industrial zone",Water Supply,Low,2024-08-11 23:01:03,In Progress
CF-100223,"No water supply, past month",Water Supply,High,2024-05-22 03:10:55,In Progress
CF-100224,"Supply delay, in old city",Water Supply,Low,2025-03-18 02:49:08,Pending
CF-100225,Composting,Waste-Water/Sewage,Low,2025-11-22 03:59:01,Resolved
CF-100226,Rebate inquiry,Electricity,Low,2024-02-26 15:05:46,Resolved
CF-100227,"Collection frequency, in commercial area",Waste-Water/Sewage,Low,2025-02-27 06:37:59,Closed
CF-100228,Minor leakage,Water Supply,Low,2024-12-03 13:31:36,In Progress
CF-100229,Street cleaning,Waste-Water/Sewage,Low,2024-12-14 02:03:45,Resolved
CF-100230,"Name transfer, repeated failure",Electricity,Low,2024-10-16 23:16:21,Closed
CF-100231,More bins,Waste-Water/Sewage,Low,2025-06-19 00:25:09,In Progress
CF-100232,Power backup,Electricity,Low,2025-04-18 15:22:56,Resolved
CF-100233,Public health,Waste-Water/Sewage,High,2024-03-10 13:54:27,Resolved
CF-100234,Bulk waste,Waste-Water/Sewage,Low,2024-01-18 09:25:53,Resolved
CF-100235,"Bill dispute, every day",Electricity,Low,2025-03-05 09:43:51,Pending
CF-100236,"Drainage maintenance, since morning",Waste-Water/Sewage,Low,2024-12-10 06:29:12,Resolved
CF-100237,"Supply timing, in apartment complex",Water Supply,Low,2024-03-22 01:16:26,Resolved
CF-100238,"Sewage leak, every day",Waste-Water/Sewage,High,2025-11-14 17:55:42,In Progress
CF-100239,"No water days, whole area affected, safety concern",Water Supply,High,2025-09-02 09:34:37,Resolved
CF-100240,"Solar setup, in the neighborhood",Electricity,Low,2024-02-25 23:57:26,Resolved
CF-100241,"Connection shift, in market area",Electricity,Low,2025-04-28 22:29:58,In Progress
CF-100242,"Collection missed, past month",Waste-Water/Sewage,Low,2025-02-14 18:53:23,Closed
CF-100243,"Connection shift, in apartment complex",Electricity,Low,2024-08-10 05:25:25,Closed
CF-100244,"Light issue, continuous problem",Electricity,Low,2024-12-08 10:28:11,Pending
CF-100245,"Water crisis, in commercial area",Water Supply,High,2025-12-16 07:40:28,Pending
CF-100246,"Bin repair, near hospital",Waste-Water/Sewage,Low,2025-04-13 14:28:34,Resolved
CF-100247,Meter reading,Electricity,Low,2024-08-26 03:43:40,Pending
CF-100248,"Power line down, frequent occurrence",Electricity,High,2024-08-11 06:02:16,Pending
CF-100249,"Power line down, ongoing issue",Electricity,High,2025-12-07 17:06:09,In Progress
CF-100250,No water supply,Water Supply,High,2024-04-08 17:27:33,Closed
CF-100251,"Pole down, frequent occurrence",Electricity,High,2025-09-28 14:18:51,Pending
CF-100252,Intermittent power,Electricity,Low,2025-08-11 04:44:32,Resolved
CF-100253,"Separate bins, since morning",Waste-Water/Sewage,Low,2024-02-21 22:21:45,Closed
CF-100254,Name change,Water Supply,Low,2024-08-06 08:30:40,Closed
CF-100255,"Tanker needed, in colony",Water Supply,High,2024-06-14 22:33:52,Pending
CF-100256,"Water crisis, since yesterday",Water Supply,High,2024-11-17 22:08:57,Resolved
CF-100257,"Garbage not collected, near hospital",Waste-Water/Sewage,High,2024-05-21 06:30:11,Pending
CF-100258,"Supply delay, for past 3 days",Water Supply,Low,2024-06-04 04:58:36,Pending
CF-100259,"Bill dispute, near hospital",Water Supply,Low,2025-12-07 18:46:35,Pending
CF-100260,Drainage cleaning,Waste-Water/Sewage,Low,2025-10-20 13:17:22,Pending
CF-100261,"Main leak, since yesterday, hundreds affected, safety concern",Water Supply,High,2024-09-06 09:59:27,Pending
CF-100262,"Drainage choke, dangerous",Waste-Water/Sewage,High,2024-07-20 08:49:01,Pending
CF-100263,Bill correction,Water Supply,Low,2025-10-09 09:22:43,Closed
CF-100264,Water timing,Water Supply,Low,2024-09-18 19:07:02,Closed
CF-100265,"Uneven supply, frequent occurrence",Electricity,Low,2024-01-08 04:06:08,In Progress
CF-100266,"Duplicate bill, frequent occurrence",Electricity,Low,2024-05-14 20:02:26,Pending
CF-100267,No water days,Water Supply,High,2024-08-24 01:34:53,Resolved
CF-100268,"Recycling bin, near school",Waste-Water/Sewage,Low,2025-07-15 00:08:29,Resolved
CF-100269,"Drainage query, in our locality",Waste-Water/Sewage,Low,2025-04-16 10:02:13,Resolved
CF-100270,Pressure problem,Water Supply,Low,2025-10-14 17:57:53,Closed
CF-100271,Collection frequency,Waste-Water/Sewage,Low,2025-06-06 14:30:43,Pending
CF-100272,"Contaminated water, last night",Water Supply,High,2024-02-01 23:49:35,Pending
CF-100273,Pipeline repair,Water Supply,Low,2024-03-20 00:18:13,Resolved
CF-100274,"Tariff inquiry, for several days",Water Supply,Low,2024-03-13 17:42:41,Closed
CF-100275,Drainage maintenance,Waste-Water/Sewage,Low,2025-06-12 03:55:00,Closed
CF-100276,"Electrical danger, since yesterday",Electricity,High,2025-01-10 01:00:33,Pending
CF-100277,"Waste accumulation, this morning",Waste-Water/Sewage,High,2024-03-15 14:57:22,Resolved
CF-100278,"Overflowing gutter, ongoing issue, entire locality",Waste-Water/Sewage,High,2024-09-23 13:23:18,Resolved
CF-100279,"Solar setup, near temple",Electricity,Low,2024-12-05 16:40:01,Resolved
CF-100280,"Timing change, last night",Water Supply,Low,2024-11-24 10:48:33,Closed
CF-100281,Garbage not collected,Waste-Water/Sewage,High,2024-04-02 22:07:53,Pending
CF-100282,Tariff inquiry,Water Supply,Low,2025-06-12 09:46:23,Closed
CF-100283,"Pipeline repair, since morning",Water Supply,Low,2024-08-13 16:29:06,Resolved
CF-100284,High voltage,Electricity,High,2025-03-15 20:28:38,Pending
CF-100285,Cleaning request,Waste-Water/Sewage,Low,2025-04-16 16:18:41,Closed
CF-100286,Deposit refund,Water Supply,Low,2024-01-08 01:03:41,Closed
CF-100287,Billing query,Electricity,Low,2024-09-02 23:11:27,In Progress
CF-100288,Severe shortage,Water Supply,High,2025-10-18 15:41:33,In Progress
CF-100289,Generator needed,Electricity,Low,2024-02-20 18:29:28,Pending
CF-100290,"Dangerous transformer, past month",Electricity,High,2025-07-16 00:23:24,Pending
CF-100291,Connection fee,Water Supply,Low,2025-02-10 16:09:53,Pending
CF-100292,"Tanker request, in the neighborhood",Water Supply,Low,2025-06-24 23:20:29,Resolved
CF-100293,Smelly water,Water Supply,High,2024-04-21 16:45:03,In Progress
CF-100294,"Diarrhea cases, multiple times",Water Supply,High,2025-10-21 18:07:41,In Progress
CF-100295,Pipeline shift,Water Supply,Low,2024-02-22 19:42:51,In Progress
CF-100296,"Cleaning request, last week",Waste-Water/Sewage,Low,2025-10-28 09:37:43,Pending
CF-100297,"Tank overflow, for past 3 days",Water Supply,High,2025-12-02 05:21:43,Pending
CF-100298,"Street cleaning, in gated community",Waste-Water/Sewage,Low,2024-04-30 21:11:11,In Progress
CF-100299,"Danger to life, frequent occurrence",Electricity,High,2024-10-15 12:12:21,Pending
CF-100300,"Hospital water, near hospital",Water Supply,High,2025-11-08 15:02:37,In Progress
CF-100301,"Contaminated well, in old city",Water Supply,High,2024-10-17 06:35:42,Pending
CF-100302,Drainage blocked,Waste-Water/Sewage,High,2024-04-17 04:31:28,In Progress
CF-100303,Critical shortage,Water Supply,High,2024-08-28 15:19:39,In Progress
CF-100304,"Tariff inquiry, in our locality",Water Supply,Low,2024-10-25 15:19:11,Resolved
CF-100305,"Solar setup, multiple times",Electricity,Low,2025-12-16 11:22:38,Pending
CF-100306,"Uneven supply, in gated community",Electricity,Low,2025-07-07 21:24:00,In Progress
CF-100307,"No water pump, over 100 families, emergency",Water Supply,High,2024-02-17 07:23:19,In Progress
CF-100308,Bill dispute,Electricity,Low,2025-11-26 11:28:31,Resolved
CF-100309,"Meter testing, since yesterday",Electricity,Low,2024-05-10 03:29:53,Resolved
CF-100310,"Mosquito breeding, past month",Waste-Water/Sewage,High,2024-08-10 00:43:08,Closed
CF-100311,"Waste management, for several days",Waste-Water/Sewage,Low,2024-01-26 19:41:05,Resolved
CF-100312,"Garbage outbreak, repeated failure",Waste-Water/Sewage,High,2025-06-14 08:26:07,Pending
