Complaint_ID,Complaint_Text,Category,Severity,Date,Status
CF-10206,"No electricity for past 8 hours, intermittent electricity in Old City - Very serious issue near Bus Stand",Electricity,High,2024-09-26 14:21:53,Pending
CF-10207,"Water tank cracked, debris falling into supply - Hope for quick resolution",Water Supply,High,2025-02-24 18:55:30,Pending
CF-10208,"Garbage dump near temple, devotees suffering in Gandhi Nagar",Waste-Water/Sewage,High,2025-09-17 09:57:12,In Progress
CF-10209,Need information about demand response program,Electricity,Low,2025-07-15 22:53:29,In Progress
CF-10210,Need information about water testing laboratory,Water Supply,Low,2024-06-19 18:19:45,Pending
CF-10211,Want information about hazardous waste disposal near Railway Station,Waste-Water/Sewage,Low,2025-03-27 18:58:28,Resolved
CF-10212,"Drinking water turning hair green, copper contamination",Water Supply,High,2025-06-10 14:34:18,Pending
CF-10213,Electricity bill not received this month,Electricity,Low,2025-12-17 05:51:55,Resolved
CF-10214,Request for organic waste converter installation in Industrial Area,Waste-Water/Sewage,Low,2024-10-29 18:27:48,Resolved
CF-10215,Water supply timing needs adjustment,Water Supply,Low,2025-08-26 21:09:14,Resolved
CF-10216,Request for time of day meter installation near School Zone,Electricity,Low,2025-11-19 18:01:27,Pending
CF-10217,"Major leak in underground water main, sinkhole risk",Water Supply,High,2024-03-04 05:52:55,Pending
CF-10218,Need separate collection for paper waste in Gandhi Nagar,Waste-Water/Sewage,Low,2024-04-01 23:03:09,Pending
CF-10219,"No electricity for past 8 hours, power fluctuations damaging appliances near City Hospital - Need help ASAP on MG Road",Electricity,High,2024-09-29 21:11:34,In Progress
CF-10220,Water supply line damaged by construction work - Hope for quick resolution on MG Road,Water Supply,High,2025-08-03 15:54:58,Closed
CF-10221,Want to know water quality test results,Water Supply,Low,2024-09-29 22:57:04,In Progress
CF-10222,Request for water connection for community center in Commercial Complex,Water Supply,Low,2025-06-13 08:14:38,Resolved
CF-10223,"No electricity for past 8 hours, emergency shutdown in Old City - Please resolve urgently near Railway Station",Electricity,High,2024-05-04 08:23:36,Pending
CF-10224,Need help with online water bill payment,Water Supply,Low,2025-08-05 08:33:20,Resolved
CF-10225,"Burst pipe near electrical substation, electrocution risk in Old City",Water Supply,High,2025-09-03 09:37:06,Pending
CF-10226,Request for load enhancement in connection,Electricity,Low,2024-03-13 21:55:08,Resolved
CF-10227,"No electricity across the ward, complete power outage near Railway Station in Gandhi Nagar",Electricity,High,2024-05-14 01:09:47,Pending
CF-10228,Need help with water meter reading correction near Railway Station,Water Supply,Low,2024-05-24 05:05:35,Resolved
CF-10229,Need information about waste reduction tips,Waste-Water/Sewage,Low,2024-01-29 19:40:48,Pending
CF-10230,Want to apply for agricultural water connection in Gandhi Nagar,Water Supply,Low,2025-11-09 18:06:34,Resolved
CF-10231,Need clarification on sewerage charges in Sector 12,Water Supply,Low,2024-02-18 06:33:35,Closed
CF-10232,Want to report illegal dumping spot,Waste-Water/Sewage,Low,2025-12-13 14:52:45,Pending
CF-10233,"No electricity throughout neighborhood, grid failure near Central Park near Railway Station",Electricity,High,2025-10-23 16:52:57,Resolved
CF-10234,Contaminated water causing diarrhea in children in Gandhi Nagar,Water Supply,High,2024-01-06 06:38:40,Resolved
CF-10235,"Water supply cut without notice, elderly stranded - Need help ASAP",Water Supply,High,2024-12-28 01:56:17,In Progress
CF-10236,"No electricity throughout neighborhood, no electricity supply in Sector 12 - Hope for quick resolution in Residential Colony",Electricity,High,2025-03-19 10:37:27,Pending
CF-10237,"No electricity in our locality, low voltage problem on MG Road",Electricity,High,2025-02-05 18:33:01,In Progress
CF-10238,Water supply completely stopped since week near Railway Station,Water Supply,High,2024-12-19 08:48:40,In Progress
CF-10239,Request for time of day meter installation in Commercial Complex,Electricity,Low,2025-04-25 20:35:59,Closed
CF-10240,Want to know about green energy options in Gandhi Nagar,Electricity,Low,2024-01-06 06:30:08,In Progress
CF-10241,Want to know water quality test results near City Hospital,Water Supply,Low,2024-01-12 19:46:41,Resolved
CF-10242,"No electricity in our locality, prolonged load shedding in Industrial Area - Very serious issue near Bus Stand",Electricity,High,2025-01-14 19:00:12,Resolved
CF-10243,Query about electricity rebate scheme,Electricity,Low,2025-08-06 03:19:11,Pending
CF-10244,"Water logging due to broken pipeline, mosquito breeding - Hope for quick resolution in Old City",Water Supply,High,2024-07-04 15:19:14,In Progress
CF-10245,Need information about water quality parameters near Bus Stand,Water Supply,Low,2024-08-21 03:13:08,Closed
CF-10246,"Water meter not working, need replacement",Water Supply,Low,2024-07-24 10:18:02,Pending
CF-10247,"No electricity since yesterday, no power backup available in Sector 12 - Please resolve urgently",Electricity,High,2025-04-08 20:03:26,Closed
CF-10248,"No electricity throughout neighborhood, complete power outage in Old City near Railway Station",Electricity,High,2025-07-09 14:36:05,Pending
CF-10249,"No electricity in our locality, frequent trippings in Old City - Very serious issue near Bus Stand",Electricity,High,2024-10-01 13:37:19,Resolved
CF-10250,Electricity bill dispute for vacant property in Commercial Complex,Electricity,Low,2025-02-25 12:05:22,Resolved
CF-10251,Request for battery recycling drop box,Waste-Water/Sewage,Low,2025-02-19 04:28:09,Pending
CF-10252,Water bill not received this month in Old City,Water Supply,Low,2025-11-05 04:31:02,Resolved
CF-10253,Electricity connection for agricultural pump,Electricity,Low,2025-04-06 07:52:50,Pending
CF-10254,Water pressure so low fire hydrants useless in Old City,Water Supply,High,2024-08-01 14:15:55,In Progress
CF-10255,Water pressure fluctuates throughout day near Shopping Mall,Water Supply,Low,2024-05-18 11:02:18,Pending
CF-10256,Need clarification on fuel adjustment charges,Electricity,Low,2024-08-19 23:55:04,Resolved
